begin_date,end_date,duration,avg_tmax,std_tmax,max_tmax,avg_heat_index,year
18/03/2054,21/03/2054,4,37.7,3.0,42.0,96.4,2054
01/05/2054,06/05/2054,6,41.9,3.3,46.0,102.5,2054
10/05/2054,15/05/2054,6,38.9,3.2,45.2,97.5,2054
03/06/2054,07/06/2054,5,44.5,0.4,45.2,116.0,2054
24/07/2054,26/07/2054,3,46.5,0.7,47.1,108.6,2054
14/08/2054,16/08/2054,3,45.7,1.3,47.0,117.2,2054
08/10/2054,15/10/2054,8,36.2,1.9,40.7,95.7,2054
13/04/2055,15/04/2055,3,38.1,3.9,42.6,98.9,2055
29/04/2055,06/05/2055,8,37.7,2.0,41.3,95.5,2055
08/05/2055,16/05/2055,9,41.1,3.4,48.2,101.2,2055
22/05/2055,26/05/2055,5,38.7,2.6,41.6,97.9,2055
10/06/2055,12/06/2055,3,46.5,0.8,47.0,110.9,2055
24/06/2055,28/06/2055,5,47.1,2.7,51.3,114.4,2055
12/04/2056,14/04/2056,3,36.3,1.3,37.6,96.6,2056
09/05/2056,11/05/2056,3,36.6,1.7,38.4,94.7,2056
13/05/2056,17/05/2056,5,37.7,2.2,40.2,95.3,2056
28/05/2056,30/05/2056,3,37.7,1.7,39.2,95.0,2056
08/07/2056,12/07/2056,5,45.6,1.3,47.3,115.3,2056
24/07/2056,27/07/2056,4,45.7,1.5,47.9,114.9,2056
06/09/2056,10/09/2056,5,45.8,2.1,49.4,127.1,2056
26/04/2057,28/04/2057,3,39.0,4.5,44.2,97.3,2057
04/05/2057,07/05/2057,4,40.9,2.2,43.4,103.6,2057
11/05/2057,14/05/2057,4,40.8,4.2,46.6,101.6,2057
18/05/2057,27/05/2057,10,38.5,1.8,41.6,96.7,2057
02/06/2057,06/06/2057,5,44.9,0.9,46.2,110.0,2057
23/07/2057,27/07/2057,5,46.4,1.5,48.5,140.0,2057
24/08/2057,26/08/2057,3,46.5,2.7,49.6,123.0,2057
21/09/2057,23/09/2057,3,45.4,0.7,45.9,124.9,2057
26/10/2057,01/11/2057,7,37.6,1.8,41.6,97.9,2057
01/05/2058,04/05/2058,4,36.8,1.5,38.7,94.6,2058
07/05/2058,10/05/2058,4,38.0,1.7,39.2,96.4,2058
17/05/2058,19/05/2058,3,36.4,0.8,37.3,93.6,2058
23/05/2058,27/05/2058,5,37.2,1.4,39.3,95.9,2058
08/06/2058,12/06/2058,5,47.0,1.6,49.3,110.8,2058
11/07/2058,14/07/2058,4,44.7,0.5,45.3,118.7,2058
09/08/2058,12/08/2058,4,47.4,2.3,49.2,128.6,2058
23/08/2058,25/08/2058,3,46.1,1.9,47.5,128.5,2058
26/09/2058,30/09/2058,5,44.1,2.0,47.1,135.0,2058
15/04/2059,20/04/2059,6,37.8,2.6,42.7,96.4,2059
01/05/2059,05/05/2059,5,40.5,5.3,49.8,102.8,2059
08/05/2059,13/05/2059,6,38.4,4.3,44.2,97.0,2059
24/05/2059,27/05/2059,4,40.0,2.8,43.1,98.3,2059
03/06/2059,05/06/2059,3,44.5,1.1,45.7,109.0,2059
09/06/2059,13/06/2059,5,45.1,1.0,46.4,112.4,2059
06/07/2059,08/07/2059,3,45.3,1.0,45.9,122.2,2059
14/07/2059,18/07/2059,5,44.8,0.6,45.7,120.1,2059
10/08/2059,12/08/2059,3,45.2,1.5,46.6,118.3,2059
24/10/2059,31/10/2059,8,36.4,1.1,38.4,95.7,2059
01/04/2060,03/04/2060,3,35.9,0.5,36.5,92.0,2060
23/05/2060,30/05/2060,8,37.0,1.9,41.1,94.6,2060
19/08/2060,29/08/2060,11,47.7,1.9,51.0,130.8,2060
07/10/2060,09/10/2060,3,38.8,1.8,39.9,101.4,2060
13/10/2060,15/10/2060,3,36.5,1.3,37.9,97.8,2060
17/10/2060,31/10/2060,15,38.9,3.4,45.5,102.0,2060
05/04/2061,08/04/2061,4,37.1,1.7,39.2,94.5,2061
11/04/2061,13/04/2061,3,38.3,0.3,38.5,99.6,2061
01/05/2061,06/05/2061,6,37.4,1.1,39.3,95.0,2061
15/05/2061,17/05/2061,3,46.8,1.3,48.0,113.2,2061
17/06/2061,21/06/2061,5,46.0,1.1,47.3,112.0,2061
28/07/2061,30/07/2061,3,46.4,0.8,46.9,120.0,2061
16/04/2062,18/04/2062,3,37.1,1.5,38.5,93.6,2062
04/05/2062,23/05/2062,20,39.6,2.7,44.3,99.2,2062
26/05/2062,28/05/2062,3,39.2,3.7,43.5,97.8,2062
06/07/2062,09/07/2062,4,45.4,0.7,46.2,130.1,2062
18/07/2062,20/07/2062,3,45.7,0.6,46.4,120.0,2062
01/08/2062,03/08/2062,3,47.0,1.1,47.8,128.1,2062
09/08/2062,12/08/2062,4,45.4,0.5,46.1,132.0,2062
16/08/2062,19/08/2062,4,48.3,1.7,50.7,130.9,2062
15/04/2063,17/04/2063,3,37.6,1.4,38.9,94.3,2063
13/05/2063,15/05/2063,3,38.8,0.4,39.0,98.2,2063
17/05/2063,23/05/2063,7,40.2,1.8,42.8,100.1,2063
04/06/2063,06/06/2063,3,44.6,0.6,45.2,110.7,2063
07/07/2063,14/07/2063,8,45.2,1.4,47.1,117.2,2063
23/07/2063,25/07/2063,3,45.9,0.5,46.3,118.0,2063
28/07/2063,30/07/2063,3,45.5,1.5,47.1,127.6,2063
25/08/2063,28/08/2063,4,47.2,1.9,49.7,129.8,2063
02/10/2063,06/10/2063,5,38.1,2.8,42.9,105.6,2063
10/10/2063,12/10/2063,3,37.5,1.4,38.3,100.8,2063
26/10/2063,31/10/2063,6,38.8,2.5,41.5,104.3,2063
03/05/2064,09/05/2064,7,37.6,2.9,43.2,95.7,2064
12/05/2064,14/05/2064,3,37.2,0.7,37.8,93.9,2064
16/05/2064,25/05/2064,10,39.4,2.1,42.0,99.6,2064
04/07/2064,06/07/2064,3,45.1,0.8,45.8,121.0,2064
14/07/2064,18/07/2064,5,45.5,0.9,46.9,111.8,2064
20/07/2064,22/07/2064,3,45.3,0.8,46.2,115.8,2064
22/08/2064,29/08/2064,8,45.9,1.2,48.1,121.1,2064
11/10/2064,13/10/2064,3,36.4,0.9,37.4,101.7,2064
18/10/2064,21/10/2064,4,38.4,2.4,41.8,100.8,2064
27/10/2064,30/10/2064,4,36.1,0.8,37.0,93.9,2064
02/04/2065,04/04/2065,3,37.9,1.5,38.9,95.5,2065
12/04/2065,16/04/2065,5,37.4,1.0,38.8,95.1,2065
01/05/2065,03/05/2065,3,38.5,0.9,39.4,98.0,2065
05/05/2065,07/05/2065,3,40.7,2.1,42.6,102.3,2065
11/05/2065,17/05/2065,7,41.4,3.6,46.8,102.5,2065
20/05/2065,25/05/2065,6,37.0,2.0,40.8,94.6,2065
27/05/2065,05/06/2065,10,39.2,2.4,42.7,99.7,2065
19/06/2065,21/06/2065,3,45.9,1.5,47.6,111.7,2065
05/07/2065,07/07/2065,3,45.6,0.7,46.2,119.8,2065
30/07/2065,02/08/2065,4,46.5,1.9,48.3,133.8,2065
08/08/2065,11/08/2065,4,48.4,2.7,50.9,122.7,2065
07/05/2066,21/05/2066,15,41.2,4.4,51.1,102.6,2066
26/05/2066,28/05/2066,3,39.7,3.9,43.8,100.3,2066
10/06/2066,15/06/2066,6,46.6,2.4,50.0,117.3,2066
23/06/2066,28/06/2066,6,47.1,2.0,50.4,121.6,2066
09/07/2066,11/07/2066,3,45.4,1.7,47.3,133.5,2066
28/08/2066,11/09/2066,15,41.4,2.3,44.2,119.2,2066
13/09/2066,30/09/2066,18,42.1,2.3,45.4,117.7,2066
28/10/2066,31/10/2066,4,39.7,3.3,43.7,102.3,2066
06/05/2067,08/05/2067,3,40.7,2.0,41.8,100.0,2067
13/05/2067,16/05/2067,4,39.8,2.7,41.9,98.8,2067
18/05/2067,23/05/2067,6,40.2,1.9,42.8,100.4,2067
02/06/2067,05/06/2067,4,44.3,0.6,45.1,110.4,2067
17/06/2067,22/06/2067,6,44.5,1.3,47.0,109.8,2067
28/06/2067,04/07/2067,7,46.0,1.2,47.7,111.0,2067
12/08/2067,14/08/2067,3,46.0,2.0,47.5,122.1,2067
24/09/2067,30/09/2067,7,39.4,3.3,43.6,110.3,2067
18/10/2067,20/10/2067,3,36.6,1.7,38.4,96.5,2067
29/10/2067,31/10/2067,3,39.7,2.9,43.0,102.8,2067
02/05/2068,11/05/2068,10,42.7,2.6,47.4,105.3,2068
16/05/2068,21/05/2068,6,39.4,1.3,41.1,98.5,2068
27/05/2068,30/05/2068,4,36.3,1.0,37.6,93.2,2068
01/07/2068,03/07/2068,3,44.7,0.6,45.3,133.1,2068
30/07/2068,01/08/2068,3,44.6,0.2,44.8,142.8,2068
06/08/2068,08/08/2068,3,46.5,0.9,47.6,131.9,2068
20/08/2068,25/08/2068,6,45.6,1.6,48.8,120.0,2068
13/10/2068,17/10/2068,5,37.2,1.2,38.7,96.9,2068
25/10/2068,31/10/2068,7,40.7,1.6,43.8,104.5,2068
06/05/2069,12/05/2069,7,39.1,2.7,43.4,98.2,2069
15/05/2069,22/05/2069,8,38.2,1.5,40.4,97.6,2069
07/06/2069,13/06/2069,7,45.7,0.7,46.7,113.7,2069
18/06/2069,26/06/2069,9,47.7,2.2,51.8,115.5,2069
21/07/2069,24/07/2069,4,45.5,0.6,46.3,113.3,2069
03/05/2070,05/05/2070,3,38.3,1.0,39.0,97.0,2070
20/05/2070,26/05/2070,7,38.6,1.9,41.4,97.5,2070
01/06/2070,03/06/2070,3,45.8,1.3,47.2,111.0,2070
16/06/2070,19/06/2070,4,47.4,1.4,49.4,116.5,2070
01/07/2070,06/07/2070,6,46.2,0.8,47.3,127.9,2070
16/07/2070,19/07/2070,4,44.8,0.5,45.3,125.1,2070
29/07/2070,31/07/2070,3,44.7,0.3,45.1,134.7,2070
26/03/2071,29/03/2071,4,36.2,0.4,36.7,92.3,2071
27/04/2071,30/04/2071,4,38.6,1.8,40.2,96.9,2071
06/05/2071,08/05/2071,3,38.8,2.4,40.8,98.0,2071
10/05/2071,13/05/2071,4,39.6,3.4,44.6,100.7,2071
18/05/2071,28/05/2071,11,38.5,1.6,41.9,97.1,2071
08/06/2071,10/06/2071,3,44.9,1.3,46.4,113.7,2071
23/07/2071,26/07/2071,4,45.2,1.3,47.0,133.7,2071
