begin_date,end_date,duration,avg_tmin,std_tmin,min_tmin,avg_wind_speed,year
18/02/2091,20/02/2091,3,-0.7,1.5,-2.3,1.8,2091
09/01/2092,17/01/2092,9,-3.1,2.5,-7.0,2.0,2092
28/01/2092,31/01/2092,4,-2.6,1.0,-3.2,1.4,2092
21/02/2092,24/02/2092,4,-1.8,2.0,-4.2,1.5,2092
15/12/2092,17/12/2092,3,-1.2,1.7,-3.1,2.1,2092
01/01/2093,10/01/2093,10,-2.1,1.2,-4.5,1.8,2093
01/02/2093,03/02/2093,3,-3.9,2.0,-6.2,1.5,2093
16/03/2093,18/03/2093,3,-0.5,0.5,-0.8,2.5,2093
01/12/2093,03/12/2093,3,-1.1,0.9,-2.1,1.4,2093
04/01/2094,08/01/2094,5,-0.9,0.6,-1.9,2.1,2094
10/01/2094,18/01/2094,9,-3.8,2.5,-8.6,2.0,2094
09/02/2094,11/02/2094,3,-3.4,1.2,-4.3,3.0,2094
14/02/2094,16/02/2094,3,-1.4,1.2,-2.7,2.1,2094
12/12/2094,14/12/2094,3,-5.3,2.4,-6.8,2.8,2094
29/12/2094,31/12/2094,3,-2.3,1.0,-3.2,1.2,2094
11/01/2095,17/01/2095,7,-4.6,2.7,-7.7,2.2,2095
22/01/2095,26/01/2095,5,-3.0,1.9,-4.6,1.8,2095
15/11/2095,18/11/2095,4,-1.2,2.0,-3.9,3.7,2095
20/12/2095,22/12/2095,3,-0.9,1.2,-2.0,1.5,2095
02/01/2096,13/01/2096,12,-3.3,1.9,-5.8,1.8,2096
23/01/2096,29/01/2096,7,-3.9,2.7,-7.9,1.7,2096
05/02/2096,07/02/2096,3,-5.1,4.3,-7.9,1.7,2096
23/02/2096,26/02/2096,4,-2.2,0.7,-2.9,1.4,2096
09/11/2096,11/11/2096,3,-0.4,0.3,-0.8,2.3,2096
03/01/2097,06/01/2097,4,-1.1,0.8,-2.0,2.0,2097
14/01/2097,17/01/2097,4,-1.4,1.3,-2.5,2.4,2097
24/01/2097,31/01/2097,8,-3.2,2.1,-5.8,1.5,2097
10/02/2097,13/02/2097,4,-6.8,5.3,-11.8,3.6,2097
04/01/2098,07/01/2098,4,-1.6,1.8,-3.2,2.2,2098
14/01/2098,19/01/2098,6,-4.5,2.1,-5.8,2.0,2098
24/01/2098,30/01/2098,7,-3.9,2.6,-7.0,1.6,2098
08/12/2098,10/12/2098,3,-0.3,1.1,-1.3,1.5,2098
07/01/2099,13/01/2099,7,-2.5,1.9,-5.2,1.7,2099
25/01/2099,28/01/2099,4,-2.5,1.6,-4.7,1.8,2099
15/02/2099,17/02/2099,3,-0.3,0.8,-1.1,1.9,2099
10/01/2100,12/01/2100,3,-0.9,1.2,-1.8,1.6,2100
14/01/2100,16/01/2100,3,-0.7,1.3,-1.8,2.6,2100
21/01/2100,28/01/2100,8,-3.5,2.2,-7.8,1.8,2100
16/02/2100,18/02/2100,3,-2.6,2.6,-4.3,2.1,2100
05/12/2100,07/12/2100,3,-2.0,2.1,-3.3,1.8,2100
