begin_date,end_date,duration,avg_tmax,std_tmax,max_tmax,avg_heat_index,year
01/07/2093,06/07/2093,6,37.2,1.7,40.4,104.7,2093
11/07/2093,14/07/2093,4,39.7,4.1,43.8,115.3,2093
29/07/2093,07/08/2093,10,38.1,1.7,40.4,112.2,2093
24/08/2093,30/08/2093,7,38.6,2.0,41.6,116.3,2093
07/07/2094,10/07/2094,4,38.2,2.3,41.0,117.3,2094
18/07/2094,25/07/2094,8,37.8,1.7,41.0,109.9,2094
02/08/2094,06/08/2094,5,37.8,1.9,39.5,108.1,2094
08/08/2094,20/08/2094,13,39.1,1.8,41.3,115.4,2094
22/08/2094,27/08/2094,6,37.0,1.4,39.6,114.3,2094
29/08/2094,31/08/2094,3,41.8,1.0,42.4,119.8,2094
05/07/2095,13/07/2095,9,40.6,3.1,47.3,117.2,2095
18/07/2095,20/07/2095,3,36.9,1.6,38.7,104.3,2095
25/07/2095,31/07/2095,7,40.0,3.1,44.4,118.0,2095
07/08/2095,13/08/2095,7,38.5,2.0,41.0,110.3,2095
24/08/2095,28/08/2095,5,38.3,1.6,40.3,124.6,2095
01/06/2096,04/06/2096,4,36.4,0.7,36.8,106.8,2096
05/07/2096,18/07/2096,14,39.2,2.8,44.3,109.5,2096
24/07/2096,01/08/2096,9,38.1,2.1,41.8,109.6,2096
03/08/2096,05/08/2096,3,38.0,2.5,40.7,108.5,2096
18/08/2096,20/08/2096,3,38.6,2.5,40.8,111.5,2096
26/08/2096,29/08/2096,4,38.8,2.1,40.6,111.9,2096
01/07/2097,06/07/2097,6,39.8,4.2,45.9,113.2,2097
11/07/2097,15/07/2097,5,39.9,1.4,41.5,112.4,2097
18/07/2097,20/07/2097,3,37.8,3.2,41.4,110.6,2097
23/07/2097,28/07/2097,6,39.8,3.0,44.3,117.1,2097
30/07/2097,08/08/2097,10,39.3,3.0,45.1,116.3,2097
15/08/2097,20/08/2097,6,36.2,0.9,37.4,114.2,2097
09/07/2098,11/07/2098,3,36.8,1.7,38.5,109.8,2098
21/07/2098,23/07/2098,3,37.7,0.5,38.2,113.5,2098
25/07/2098,28/07/2098,4,36.8,2.4,40.3,108.2,2098
31/07/2098,03/08/2098,4,36.6,1.4,38.5,105.7,2098
19/08/2098,27/08/2098,9,37.2,1.1,39.3,107.4,2098
27/06/2099,30/06/2099,4,38.8,3.3,41.9,107.2,2099
06/07/2099,09/07/2099,4,39.8,1.8,41.6,114.8,2099
15/07/2099,29/07/2099,15,38.7,3.3,44.3,114.8,2099
19/08/2099,26/08/2099,8,41.0,2.9,46.6,117.8,2099
01/07/2100,14/07/2100,14,38.4,2.3,41.9,111.6,2100
17/07/2100,20/07/2100,4,39.5,3.8,44.8,117.3,2100
25/07/2100,31/07/2100,7,39.4,2.1,41.4,115.5,2100
03/08/2100,07/08/2100,5,40.3,4.3,46.5,121.3,2100
09/08/2100,11/08/2100,3,35.4,0.5,36.0,107.9,2100
14/08/2100,18/08/2100,5,36.8,1.1,38.7,107.7,2100
